Level,Level 1 - Site,Level 2 - Facility,Level 3 - Area Code,Level 3 - Area Name,Level 4 - Sub-Area,Level 5 - System / Parent Asset,Level 5 - Functional Location,Level 6 - Asset Number,Level 6 - Equipment Name,Level 6 - Functional Location,Level 6 - P&ID Tags,Level 7 - Component Code,Level 7 - Component Type,Level 7 - Component Name,Level 7 - Manufacturer,Level 7 - Model,Level 7 - Serial Number,Level 7 - P&ID Tags,Level 7 - Oil Type,Level 7 - Oil Volume,Level 7 - Input Speed,Level 7 - Output Speed,Level 7 - Weight,Level 7 - Motor Speed,Level 7 - Protection,Level 7 - Voltage,Level 7 - Pump Flow,Level 7 - Operating Pressure,Level 7 - Displacement,Level 7 - Motor Ref,Level 7 - Pump Ref
1,TCMG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,SOL01 Solar Reticulation,,SOL-TFR01,Transformer,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,SOL01 Solar Reticulation,,SOL-POL01,Power Poles,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,SOL01 Solar Reticulation,,SOL-RMU01,RMU,,,,,,,,,,,,,,,,,,,,,
5,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR01 Power Reticulation,,,,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR01 Power Reticulation,,SB-100,Main Switchboard,TCMG-PP-UTL-ELEC-MSUB01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR01 Power Reticulation,,DB-001,Main DB,TCMG-PP-UTL-ELEC-MDB01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR01 Power Reticulation,,DB-002,Main DB,TCMG-PP-UTL-ELEC-MDB01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR01 Power Reticulation,,DB-003,Workshop DB,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR01 Power Reticulation,,DB-101,Control Power,TCMG-PP-UTL-ELEC-SDB01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR01 Power Reticulation,,DB-102,Sub-100 L&P,TCMG-PP-UTL-ELEC-SDB01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR01 Power Reticulation,,DB-103,Filter Area Substation Board,TCMG-PP-UTL-ELEC-MSUB01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR01 Power Reticulation,,DB-104,Diesel Fuel Farm,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR01 Power Reticulation,,DB-105,Control Room,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR01 Power Reticulation,,04-ML-100,Mill Motor 1000kW VSD,,,,,,,,,,,,,,,,,,,,,
5,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR02 Service Distribution,TCMG-PP-UTL-ELEC-PWR02,,,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR02 Service Distribution,TCMG-PP-UTL-ELEC-PWR02,DB-109,Service MDB,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR02 Service Distribution,TCMG-PP-UTL-ELEC-PWR02,DB-109A,Lab Sub-Board,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR02 Service Distribution,TCMG-PP-UTL-ELEC-PWR02,DB-109B,Warehouse Sub-Board,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR02 Service Distribution,TCMG-PP-UTL-ELEC-PWR02,DB-109C,Workshop Sub-Board,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR02 Service Distribution,TCMG-PP-UTL-ELEC-PWR02,DB-109D,Workshop Sub-Board,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR02 Service Distribution,TCMG-PP-UTL-ELEC-PWR02,DB-109E,Amenities Sub-Board,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR02 Service Distribution,TCMG-PP-UTL-ELEC-PWR02,DB-109F,Office Admin Sub-Board,,,,,,,,,,,,,,,,,,,,,
5,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR03 Site L&P Boards,TCMG-PP-UTL-ELEC-PWR03,,,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR03 Site L&P Boards,TCMG-PP-UTL-ELEC-PWR03,SB-001A,Male Toilet L&PDB,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR03 Site L&P Boards,TCMG-PP-UTL-ELEC-PWR03,SB-002A,Admin Office L&P DB,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR03 Site L&P Boards,TCMG-PP-UTL-ELEC-PWR03,SB-002B,Admin Office L&P DB,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR03 Site L&P Boards,TCMG-PP-UTL-ELEC-PWR03,SB-002C,Admin Office L&P DB,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR03 Site L&P Boards,TCMG-PP-UTL-ELEC-PWR03,SB-002D,Admin Office L&P DB,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR03 Site L&P Boards,TCMG-PP-UTL-ELEC-PWR03,SB-002E,Crib Room L&P DB,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR03 Site L&P Boards,TCMG-PP-UTL-ELEC-PWR03,SB-002F,Conference Building L&P,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR03 Site L&P Boards,TCMG-PP-UTL-ELEC-PWR03,SB-002G,First Aid Room L&P DB,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR03 Site L&P Boards,TCMG-PP-UTL-ELEC-PWR03,SB-003A,Lath Container L&P,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR03 Site L&P Boards,TCMG-PP-UTL-ELEC-PWR03,SB-003B,Ice Machine Room DB,TCMG-PP-UTL-ELEC-MDB01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR03 Site L&P Boards,TCMG-PP-UTL-ELEC-PWR03,SB-102A,Control Room L&P DB,TCMG-PP-UTL-ELEC-CR01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR03 Site L&P Boards,TCMG-PP-UTL-ELEC-PWR03,SB-105A,Lab L&P DB,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR03 Site L&P Boards,TCMG-PP-UTL-ELEC-PWR03,MDB01-LP14,Titration Hut L&P DB,TCMG-PP-UTL-ELEC-MDB01,,,,,,,,,,,,,,,,,,,,
5,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR04 MCC L&P Boards,TCMG-PP-UTL-ELEC-PWR04,,,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR04 MCC L&P Boards,TCMG-PP-UTL-ELEC-PWR04,MCC-110-SB-001A,MCC-110. L&P,TCMG-PP-UTL-ELEC-MDB01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR04 MCC L&P Boards,TCMG-PP-UTL-ELEC-PWR04,MCC-111-SB-001A,MCC-111. L&P,TCMG-PP-UTL-ELEC-MDB01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR04 MCC L&P Boards,TCMG-PP-UTL-ELEC-PWR04,MCC-113-SB-001A,MCC-113. L&P,TCMG-PP-UTL-ELEC-MDB01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR04 MCC L&P Boards,TCMG-PP-UTL-ELEC-PWR04,MCC-114-SB-001A,MCC-114. L&P,TCMG-PP-UTL-ELEC-MDB01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR04 MCC L&P Boards,TCMG-PP-UTL-ELEC-PWR04,MCC-115-SB-001A,MCC-115. L&P,TCMG-PP-UTL-ELEC-MDB01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR04 MCC L&P Boards,TCMG-PP-UTL-ELEC-PWR04,MCC-116-SB-001A,MCC-116. L&P,TCMG-PP-UTL-ELEC-MDB01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR04 MCC L&P Boards,TCMG-PP-UTL-ELEC-PWR04,MCC-117-SB-001A,MCC-117. L&P,TCMG-PP-UTL-ELEC-MDB01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR04 MCC L&P Boards,TCMG-PP-UTL-ELEC-PWR04,MCC-118-SB-001A,MCC-118. L&P,TCMG-PP-UTL-ELEC-MDB01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR04 MCC L&P Boards,TCMG-PP-UTL-ELEC-PWR04,MCC-120-SB-001A,MCC-120. L&P,TCMG-PP-UTL-ELEC-MDB01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR04 MCC L&P Boards,TCMG-PP-UTL-ELEC-PWR04,MCC-121-SB-001A,MCC-121. L&P,TCMG-PP-UTL-ELEC-MDB01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR04 MCC L&P Boards,TCMG-PP-UTL-ELEC-PWR04,MCC-122-SB-001A,MCC-122. L&P,TCMG-PP-UTL-ELEC-MDB01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR04 MCC L&P Boards,TCMG-PP-UTL-ELEC-PWR04,MCC-125-SB-001A,MCC-125. L&P,TCMG-PP-UTL-ELEC-MDB01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR04 MCC L&P Boards,TCMG-PP-UTL-ELEC-PWR04,MCC-130-SB-001A,MCC-130. L&P,TCMG-PP-UTL-ELEC-MDB01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR04 MCC L&P Boards,TCMG-PP-UTL-ELEC-PWR04,MCC-WTP,Water Treatment Plant MCC,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR04 MCC L&P Boards,TCMG-PP-UTL-ELEC-PWR04,MCC-FJP,Fire Jockey Pump 5kW,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR04 MCC L&P Boards,TCMG-PP-UTL-ELEC-PWR04,MCC-FP,Fire Pump 45kW,,,,,,,,,,,,,,,,,,,,,
5,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR05 Field MCCs,TCMG-PP-UTL-ELEC-PWR05,,,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR05 Field MCCs,TCMG-PP-UTL-ELEC-PWR05,18-MCC-110,Mill Feed Conveyor Field MCC,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR05 Field MCCs,TCMG-PP-UTL-ELEC-PWR05,18-MCC-111,Mill Area Field MCC,TCMG-PP-UTL-ELEC-FMCC01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR05 Field MCCs,TCMG-PP-UTL-ELEC-PWR05,18-MCC-113,Gravity Concentration Field MCC,TCMG-PP-UTL-ELEC-FMCC01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR05 Field MCCs,TCMG-PP-UTL-ELEC-PWR05,18-MCC-114,Leach Tank Field MCC,TCMG-PP-UTL-ELEC-FMCC01,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR05 Field MCCs,TCMG-PP-UTL-ELEC-PWR05,18-MCC-115,CIP Tanks Field MCC,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR05 Field MCCs,TCMG-PP-UTL-ELEC-PWR05,18-MCC-116,Tanks Field MCC,,,,,,,,,,,,,,,,,,,,,
6,TCMG,Processing Plant,UTL,Utilities & Power,Electrical / Controls,PWR05 Field MCCs,TCMG-PP-UTL-ELEC-PWR05,18-MCC-117,Tanks Field MCC,,,,,,,,,,,,,,,,,,,,,
